application_id,customer_id,application_date,channel,applicant_age,employment_type,housing_status,annual_income,credit_score,risk_tier,debt_to_income_ratio,loan_purpose,loan_amount,loan_term_months,interest_rate_pct,final_stage_reached,application_status,portfolio_loan_status,outstanding_balance,total_funnel_duration_hours
APP-024438,CUST-024438,2022-12-22,Mobile App,37,Full-Time,Mortgage,86191,604,Tier D (Subprime),0.409,Small Business,19000,36,22.61,Document Verification,Credit Declined,Declined_Credit,0.0,43.79
APP-024439,CUST-024439,2022-04-15,Mobile App,29,Full-Time,Rent,44988,764,Tier A (Excellent),0.23,Small Business,14500,60,7.69,Disbursed,Active/Funded,Current (Good Standing),7250.0,99.35
APP-024440,CUST-024440,2022-05-12,Direct Web,37,Full-Time,Mortgage,94646,718,Tier B (Good),0.147,Personal,10500,60,10.05,Disbursed,Active/Funded,Current (Good Standing),5425.0,93.04
APP-024441,CUST-024441,2022-02-01,Direct Web,40,Full-Time,Mortgage,50486,663,Tier C (Fair),0.47,Debt Consolidation,33500,36,16.24,Credit Approved,Offer Declined,Offer_Rejected,0.0,120.85
APP-024442,CUST-024442,2022-01-17,Direct Web,23,Full-Time,Rent,124842,718,Tier B (Good),0.28,Home Improvement,8000,60,10.44,Credit Approved,Offer Declined,Offer_Rejected,0.0,102.06
APP-024443,CUST-024443,2024-06-02,Affiliate Partner,34,Full-Time,Rent,48176,560,Tier E (Deep Subprime),0.277,Small Business,31500,36,28.78,Document Verification,Credit Declined,Declined_Credit,0.0,27.01
APP-024444,CUST-024444,2022-11-22,Mobile App,51,Full-Time,Rent,41285,668,Tier C (Fair),0.378,Home Improvement,21000,60,15.73,Disbursed,Active/Funded,Current (Good Standing),12950.0,145.37
APP-024445,CUST-024445,2024-01-29,Direct Web,50,Full-Time,Own,37044,626,Tier D (Subprime),0.429,Small Business,9500,36,22.31,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.3
APP-024446,CUST-024446,2022-12-13,Direct Web,40,Part-Time,Mortgage,29130,730,Tier B (Good),0.316,Debt Consolidation,23500,36,10.86,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.74
APP-024447,CUST-024447,2023-09-03,Broker Aggregator,31,Full-Time,Rent,57244,627,Tier D (Subprime),0.503,Debt Consolidation,11000,36,23.05,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,21.3
APP-024448,CUST-024448,2023-02-25,Direct Web,35,Full-Time,Rent,23957,606,Tier D (Subprime),0.432,Debt Consolidation,21000,60,22.15,Document Verification,Credit Declined,Declined_Credit,0.0,52.77
APP-024449,CUST-024449,2022-03-23,Mobile App,38,Full-Time,Mortgage,112981,755,Tier A (Excellent),0.309,Home Improvement,23000,60,8.17,Disbursed,Active/Funded,Current (Good Standing),11116.67,132.79
APP-024450,CUST-024450,2022-01-18,Direct Web,25,Full-Time,Rent,61378,666,Tier C (Fair),0.408,Debt Consolidation,5500,36,15.99,Document Verification,Credit Declined,Declined_Credit,0.0,34.01
APP-024451,CUST-024451,2023-10-29,Direct Web,21,Unemployed,Own,87111,707,Tier B (Good),0.406,Home Improvement,37000,60,11.24,Lead Captured,Abandoned,Incomplete,0.0,1.21
APP-024452,CUST-024452,2024-03-21,Direct Web,37,Self-Employed,Rent,179858,709,Tier B (Good),0.364,Small Business,23500,60,11.99,Disbursed,Active/Funded,Current (Good Standing),20758.33,117.78
APP-024453,CUST-024453,2022-01-26,Direct Web,31,Part-Time,Mortgage,18156,649,Tier C (Fair),0.143,Personal,18500,60,15.16,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,8.83
APP-024454,CUST-024454,2024-09-13,Direct Web,27,Full-Time,Own,32568,674,Tier C (Fair),0.169,Personal,17000,60,14.52,Credit Approved,Offer Declined,Offer_Rejected,0.0,67.05
APP-024455,CUST-024455,2023-01-21,Direct Web,48,Full-Time,Mortgage,100245,616,Tier D (Subprime),0.495,Home Improvement,29500,60,22.89,Document Verification,Credit Declined,Declined_Credit,0.0,40.78
APP-024456,CUST-024456,2023-04-14,Direct Web,42,Full-Time,Rent,101477,644,Tier C (Fair),0.17,Home Improvement,24000,36,14.93,Credit Approved,Offer Declined,Offer_Rejected,0.0,67.08
APP-024457,CUST-024457,2022-01-16,Mobile App,44,Full-Time,Rent,18000,722,Tier B (Good),0.302,Debt Consolidation,37500,60,10.58,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,23.33
APP-024458,CUST-024458,2023-11-27,Direct Web,33,Full-Time,Mortgage,33011,647,Tier C (Fair),0.163,Personal,15500,60,14.47,Credit Approved,Offer Declined,Offer_Rejected,0.0,96.11
APP-024459,CUST-024459,2022-04-14,Mobile App,57,Full-Time,Rent,48707,562,Tier E (Deep Subprime),0.201,Debt Consolidation,9000,60,28.5,Document Verification,Credit Declined,Declined_Credit,0.0,55.1
APP-024460,CUST-024460,2023-03-15,Direct Web,55,Full-Time,Mortgage,60316,756,Tier A (Excellent),0.392,Debt Consolidation,22000,60,9.27,Disbursed,Active/Funded,Current (Good Standing),15033.33,116.65
APP-024461,CUST-024461,2022-03-17,Direct Web,24,Self-Employed,Rent,35856,850,Tier A (Excellent),0.434,Personal,9500,60,8.78,Disbursed,Active/Funded,Current (Good Standing),4591.67,150.83
APP-024462,CUST-024462,2023-03-29,Mobile App,43,Full-Time,Mortgage,74966,708,Tier B (Good),0.264,Debt Consolidation,16000,60,11.11,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,33.78
APP-024463,CUST-024463,2024-05-15,Mobile App,36,Unemployed,Mortgage,23754,730,Tier B (Good),0.266,Personal,19000,36,11.11,Disbursed,Active/Funded,Current (Good Standing),16361.11,114.82
APP-024464,CUST-024464,2023-08-07,Direct Web,32,Full-Time,Rent,61993,713,Tier B (Good),0.266,Home Improvement,22000,36,11.38,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.74
APP-024465,CUST-024465,2023-03-22,Affiliate Partner,56,Part-Time,Mortgage,30825,675,Tier C (Fair),0.159,Home Improvement,14500,60,15.04,Disbursed,Active/Funded,Current (Good Standing),9908.33,140.05
APP-024466,CUST-024466,2023-12-23,Direct Web,48,Full-Time,Own,62480,604,Tier D (Subprime),0.354,Personal,14500,60,21.68,Document Verification,Credit Declined,Declined_Credit,0.0,51.76
APP-024467,CUST-024467,2022-03-12,Direct Web,46,Contractor,Rent,35975,725,Tier B (Good),0.196,Debt Consolidation,7000,60,11.17,Lead Captured,Abandoned,Incomplete,0.0,2.32
APP-024468,CUST-024468,2023-09-19,Direct Web,29,Part-Time,Rent,22676,763,Tier A (Excellent),0.241,Personal,22500,36,8.6,Credit Approved,Offer Declined,Offer_Rejected,0.0,57.92
APP-024469,CUST-024469,2024-06-08,Direct Web,37,Contractor,Mortgage,18033,649,Tier C (Fair),0.401,Personal,12000,60,15.79,Disbursed,Active/Funded,Current (Good Standing),11200.0,143.53
APP-024470,CUST-024470,2022-11-04,Affiliate Partner,28,Full-Time,Rent,24266,709,Tier B (Good),0.369,Personal,10500,36,11.49,Credit Approved,Offer Declined,Offer_Rejected,0.0,105.44
APP-024471,CUST-024471,2023-10-01,Broker Aggregator,34,Full-Time,Mortgage,23286,645,Tier C (Fair),0.198,Debt Consolidation,18500,60,15.51,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.01
APP-024472,CUST-024472,2023-08-29,Affiliate Partner,53,Full-Time,Rent,81891,589,Tier D (Subprime),0.558,Debt Consolidation,10000,36,23.55,Credit Approved,Offer Declined,Offer_Rejected,0.0,79.73
APP-024473,CUST-024473,2024-04-15,Mobile App,21,Self-Employed,Own,79027,697,Tier C (Fair),0.077,Debt Consolidation,10000,36,15.08,Disbursed,Active/Funded,Delinquent (60-89 DPD),8123.63,76.12
APP-024474,CUST-024474,2023-04-22,Broker Aggregator,23,Full-Time,Own,27605,656,Tier C (Fair),0.086,Debt Consolidation,16500,36,14.51,Disbursed,Active/Funded,Current (Good Standing),8250.0,117.17
APP-024475,CUST-024475,2023-10-13,Mobile App,34,Full-Time,Mortgage,67323,728,Tier B (Good),0.416,Personal,12500,36,11.94,Document Verification,Credit Declined,Declined_Credit,0.0,47.71
APP-024476,CUST-024476,2022-01-20,Direct Web,32,Full-Time,Rent,51820,697,Tier C (Fair),0.135,Small Business,18000,60,15.32,Disbursed,Active/Funded,Current (Good Standing),8100.0,84.69
APP-024477,CUST-024477,2022-06-11,Direct Web,43,Self-Employed,Rent,70011,640,Tier C (Fair),0.386,Personal,28000,36,15.82,Disbursed,Active/Funded,Delinquent (30-59 DPD),20790.61,134.43
APP-024478,CUST-024478,2023-07-07,Broker Aggregator,34,Full-Time,Mortgage,36427,650,Tier C (Fair),0.475,Home Improvement,22500,60,15.98,Disbursed,Active/Funded,Current (Good Standing),16875.0,169.95
APP-024479,CUST-024479,2022-04-24,Mobile App,41,Contractor,Rent,29053,659,Tier C (Fair),0.334,Personal,14000,60,15.42,Lead Captured,Abandoned,Incomplete,0.0,0.95
APP-024480,CUST-024480,2024-09-22,Affiliate Partner,47,Full-Time,Mortgage,164690,727,Tier B (Good),0.275,Personal,10500,36,11.19,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,16.29
APP-024481,CUST-024481,2022-04-02,Affiliate Partner,45,Unemployed,Rent,41975,510,Tier E (Deep Subprime),0.394,Home Improvement,17000,60,28.56,Lead Captured,Abandoned,Incomplete,0.0,1.45
APP-024482,CUST-024482,2022-06-10,Direct Web,50,Full-Time,Mortgage,130007,745,Tier B (Good),0.365,Personal,34500,36,11.7,Credit Approved,Offer Declined,Offer_Rejected,0.0,126.76
APP-024483,CUST-024483,2022-09-09,Mobile App,32,Self-Employed,Own,52777,675,Tier C (Fair),0.65,Personal,31000,36,17.24,Lead Captured,Abandoned,Incomplete,0.0,0.75
APP-024484,CUST-024484,2023-04-02,Direct Web,34,Self-Employed,Mortgage,71961,746,Tier B (Good),0.285,Debt Consolidation,36500,60,11.18,Credit Approved,Offer Declined,Offer_Rejected,0.0,87.55
APP-024485,CUST-024485,2022-03-26,Mobile App,32,Part-Time,Rent,29072,681,Tier C (Fair),0.384,Home Improvement,19500,36,16.67,Disbursed,Active/Funded,Current (Good Standing),2708.33,158.94
APP-024486,CUST-024486,2023-10-03,Direct Web,29,Full-Time,Mortgage,69392,541,Tier E (Deep Subprime),0.211,Debt Consolidation,16500,36,28.01,Lead Captured,Abandoned,Incomplete,0.0,3.64
APP-024487,CUST-024487,2022-02-15,Direct Web,28,Full-Time,Rent,76609,743,Tier B (Good),0.074,Debt Consolidation,6000,60,9.89,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,23.48
APP-024488,CUST-024488,2022-09-18,Mobile App,21,Full-Time,Rent,52180,742,Tier B (Good),0.42,Personal,13000,60,11.42,Disbursed,Active/Funded,Current (Good Standing),7583.33,159.44
APP-024489,CUST-024489,2024-09-07,Mobile App,40,Full-Time,Rent,71022,745,Tier B (Good),0.253,Home Improvement,25000,60,10.4,Disbursed,Active/Funded,Current (Good Standing),24583.33,74.75
APP-024490,CUST-024490,2024-01-14,Mobile App,56,Self-Employed,Other,106598,690,Tier C (Fair),0.269,Home Improvement,27000,36,15.0,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,35.74
APP-024491,CUST-024491,2023-04-01,Direct Web,49,Contractor,Own,18000,772,Tier A (Excellent),0.406,Personal,26000,60,8.86,Disbursed,Active/Funded,Current (Good Standing),17766.67,97.43
APP-024492,CUST-024492,2023-09-03,Broker Aggregator,57,Self-Employed,Rent,122960,760,Tier A (Excellent),0.28,Debt Consolidation,11500,36,8.03,Disbursed,Active/Funded,Current (Good Standing),7347.22,143.84
APP-024493,CUST-024493,2023-07-16,Direct Web,37,Full-Time,Mortgage,193797,705,Tier B (Good),0.093,Debt Consolidation,17000,60,10.66,Lead Captured,Abandoned,Incomplete,0.0,3.07
APP-024494,CUST-024494,2022-08-31,Broker Aggregator,27,Full-Time,Mortgage,34520,726,Tier B (Good),0.248,Debt Consolidation,27500,60,11.2,Disbursed,Active/Funded,Current (Good Standing),15583.33,107.26
APP-024495,CUST-024495,2023-06-07,Broker Aggregator,60,Full-Time,Rent,75832,833,Tier A (Excellent),0.261,Auto Refinance,11000,36,8.15,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.39
APP-024496,CUST-024496,2023-09-26,Direct Web,42,Part-Time,Rent,24680,580,Tier D (Subprime),0.337,Home Improvement,30000,36,21.43,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.3
APP-024497,CUST-024497,2022-10-28,Direct Web,32,Full-Time,Rent,18000,675,Tier C (Fair),0.318,Small Business,25500,60,15.29,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.02
APP-024498,CUST-024498,2023-10-24,Direct Web,43,Full-Time,Rent,75084,493,Tier E (Deep Subprime),0.354,Home Improvement,19500,36,28.82,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.79
APP-024499,CUST-024499,2023-01-07,Mobile App,28,Self-Employed,Mortgage,82187,624,Tier D (Subprime),0.304,Personal,7500,36,21.2,Disbursed,Active/Funded,Current (Good Standing),3125.0,132.96
APP-024500,CUST-024500,2023-11-09,Direct Web,29,Full-Time,Rent,44286,708,Tier B (Good),0.493,Personal,24000,60,12.21,Credit Approved,Offer Declined,Offer_Rejected,0.0,84.95
APP-024501,CUST-024501,2022-06-29,Direct Web,38,Self-Employed,Rent,194403,653,Tier C (Fair),0.271,Auto Refinance,12500,36,15.54,Lead Captured,Abandoned,Incomplete,0.0,2.2
APP-024502,CUST-024502,2023-01-22,Mobile App,21,Full-Time,Rent,59573,573,Tier E (Deep Subprime),0.1,Debt Consolidation,11500,36,27.98,Document Verification,Credit Declined,Declined_Credit,0.0,79.59
APP-024503,CUST-024503,2023-07-25,Affiliate Partner,53,Contractor,Rent,20833,695,Tier C (Fair),0.259,Small Business,15500,36,15.13,Disbursed,Active/Funded,Current (Good Standing),9041.67,148.64
APP-024504,CUST-024504,2024-02-12,Broker Aggregator,47,Self-Employed,Rent,98191,515,Tier E (Deep Subprime),0.431,Personal,24000,36,28.75,Disbursed,Active/Funded,Delinquent (30-59 DPD),22212.93,77.99
APP-024505,CUST-024505,2022-03-04,Affiliate Partner,44,Full-Time,Rent,42753,724,Tier B (Good),0.494,Small Business,19000,60,12.11,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,13.21
APP-024506,CUST-024506,2024-04-04,Direct Web,52,Full-Time,Rent,47209,647,Tier C (Fair),0.368,Auto Refinance,33000,36,15.39,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,31.76
APP-024507,CUST-024507,2022-08-01,Direct Web,44,Self-Employed,Rent,76660,741,Tier B (Good),0.263,Home Improvement,16500,60,11.4,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.43
APP-024508,CUST-024508,2023-07-29,Broker Aggregator,26,Self-Employed,Rent,114356,715,Tier B (Good),0.368,Small Business,38000,36,10.86,Disbursed,Active/Funded,Current (Good Standing),22166.67,52.99
APP-024509,CUST-024509,2023-09-04,Direct Web,46,Contractor,Other,36384,779,Tier A (Excellent),0.05,Debt Consolidation,21500,60,7.55,Disbursed,Active/Funded,Current (Good Standing),16841.67,137.88
APP-024510,CUST-024510,2023-08-03,Direct Web,29,Unemployed,Mortgage,18552,618,Tier D (Subprime),0.388,Small Business,15000,60,22.65,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.09
APP-024511,CUST-024511,2022-01-22,Mobile App,32,Full-Time,Rent,49741,487,Tier E (Deep Subprime),0.32,Debt Consolidation,19500,60,28.47,Lead Captured,Abandoned,Incomplete,0.0,0.2
APP-024512,CUST-024512,2022-05-28,Affiliate Partner,43,Full-Time,Rent,77739,687,Tier C (Fair),0.162,Debt Consolidation,33500,60,15.5,Document Verification,Credit Declined,Declined_Credit,0.0,41.24
APP-024513,CUST-024513,2022-10-21,Direct Web,49,Full-Time,Rent,130803,759,Tier A (Excellent),0.272,Small Business,14000,60,8.34,Document Verification,Credit Declined,Declined_Credit,0.0,45.97
APP-024514,CUST-024514,2022-04-15,Mobile App,29,Part-Time,Rent,22509,677,Tier C (Fair),0.39,Home Improvement,33000,36,15.91,Document Verification,Credit Declined,Declined_Credit,0.0,38.96
APP-024515,CUST-024515,2024-08-26,Direct Web,34,Full-Time,Mortgage,30651,744,Tier B (Good),0.148,Home Improvement,18500,36,10.96,Disbursed,Active/Funded,Current (Good Standing),17472.22,110.14
APP-024516,CUST-024516,2023-12-07,Direct Web,39,Part-Time,Mortgage,47934,607,Tier D (Subprime),0.368,Home Improvement,13500,36,22.15,Disbursed,Active/Funded,Current (Good Standing),9750.0,83.44
APP-024517,CUST-024517,2024-03-17,Affiliate Partner,45,Full-Time,Mortgage,30082,642,Tier C (Fair),0.373,Home Improvement,37500,36,16.16,Credit Approved,Offer Declined,Offer_Rejected,0.0,64.95
APP-024518,CUST-024518,2023-04-03,Direct Web,48,Self-Employed,Mortgage,80558,771,Tier A (Excellent),0.394,Debt Consolidation,19000,60,8.93,Document Verification,Credit Declined,Declined_Credit,0.0,50.23
APP-024519,CUST-024519,2023-11-04,Mobile App,32,Full-Time,Rent,65622,606,Tier D (Subprime),0.435,Home Improvement,36500,36,22.27,Document Verification,Credit Declined,Declined_Credit,0.0,69.74
APP-024520,CUST-024520,2023-10-26,Broker Aggregator,36,Full-Time,Mortgage,149462,652,Tier C (Fair),0.328,Home Improvement,42000,60,15.34,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,39.52
APP-024521,CUST-024521,2023-12-11,Direct Web,43,Full-Time,Mortgage,40222,667,Tier C (Fair),0.319,Debt Consolidation,35000,60,15.86,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,16.15
APP-024522,CUST-024522,2023-04-27,Mobile App,21,Full-Time,Mortgage,78262,579,Tier E (Deep Subprime),0.247,Personal,35000,60,29.0,Disbursed,Active/Funded,Delinquent (60-89 DPD),21638.64,113.12
APP-024523,CUST-024523,2023-06-21,Direct Web,43,Full-Time,Rent,25309,775,Tier A (Excellent),0.502,Debt Consolidation,23500,60,9.69,Disbursed,Active/Funded,Current (Good Standing),17233.33,141.5
APP-024524,CUST-024524,2023-09-01,Direct Web,21,Full-Time,Mortgage,31240,685,Tier C (Fair),0.234,Personal,19000,60,15.74,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.15
APP-024525,CUST-024525,2022-08-18,Broker Aggregator,66,Full-Time,Mortgage,51461,597,Tier D (Subprime),0.282,Personal,36000,60,21.87,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),18319.4,106.13
APP-024526,CUST-024526,2024-02-25,Mobile App,21,Contractor,Rent,29821,740,Tier B (Good),0.362,Auto Refinance,9000,36,11.29,Disbursed,Active/Funded,Current (Good Standing),7000.0,97.85
APP-024527,CUST-024527,2022-10-13,Affiliate Partner,50,Full-Time,Other,30477,725,Tier B (Good),0.195,Debt Consolidation,20500,60,10.21,Disbursed,Active/Funded,Current (Good Standing),12300.0,151.17
APP-024528,CUST-024528,2024-08-02,Direct Web,43,Full-Time,Own,97938,624,Tier D (Subprime),0.336,Debt Consolidation,18500,60,21.87,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.62
APP-024529,CUST-024529,2024-04-16,Direct Web,44,Full-Time,Mortgage,59368,775,Tier A (Excellent),0.258,Personal,16500,60,7.93,Disbursed,Active/Funded,Current (Good Standing),14850.0,117.71
APP-024530,CUST-024530,2022-09-27,Broker Aggregator,47,Full-Time,Rent,30049,711,Tier B (Good),0.253,Auto Refinance,12000,36,11.38,Disbursed,Active/Funded,Current (Good Standing),3666.67,110.68
APP-024531,CUST-024531,2024-07-29,Mobile App,52,Full-Time,Rent,66333,661,Tier C (Fair),0.352,Small Business,19500,36,15.69,Disbursed,Active/Funded,Current (Good Standing),18416.67,116.39
APP-024532,CUST-024532,2022-11-29,Mobile App,38,Self-Employed,Mortgage,77138,642,Tier C (Fair),0.547,Home Improvement,14000,36,16.24,Document Verification,Credit Declined,Declined_Credit,0.0,53.18
APP-024533,CUST-024533,2023-05-02,Mobile App,27,Full-Time,Mortgage,25699,691,Tier C (Fair),0.279,Personal,11000,36,14.99,Disbursed,Active/Funded,Current (Good Standing),5500.0,108.62
APP-024534,CUST-024534,2022-12-26,Mobile App,50,Self-Employed,Rent,59658,651,Tier C (Fair),0.199,Home Improvement,27000,60,14.98,Disbursed,Active/Funded,Current (Good Standing),17100.0,163.3
APP-024535,CUST-024535,2023-12-16,Mobile App,52,Full-Time,Mortgage,66353,518,Tier E (Deep Subprime),0.106,Personal,5000,36,28.04,Lead Captured,Abandoned,Incomplete,0.0,3.11
APP-024536,CUST-024536,2023-02-05,Affiliate Partner,26,Full-Time,Mortgage,20264,620,Tier D (Subprime),0.396,Personal,31000,36,22.2,Disbursed,Active/Funded,Current (Good Standing),13777.78,109.45
APP-024537,CUST-024537,2024-10-12,Affiliate Partner,30,Full-Time,Rent,89471,669,Tier C (Fair),0.516,Small Business,15000,60,16.45,Lead Captured,Abandoned,Incomplete,0.0,3.61
APP-024538,CUST-024538,2023-02-01,Direct Web,27,Full-Time,Rent,82453,629,Tier D (Subprime),0.356,Debt Consolidation,14500,60,22.23,Disbursed,Active/Funded,Current (Good Standing),9425.0,152.55
APP-024539,CUST-024539,2023-05-22,Mobile App,66,Self-Employed,Mortgage,76398,715,Tier B (Good),0.247,Personal,27000,36,11.26,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,23.36
APP-024540,CUST-024540,2022-11-12,Direct Web,52,Full-Time,Mortgage,45166,793,Tier A (Excellent),0.105,Debt Consolidation,21000,60,7.84,Document Verification,Credit Declined,Declined_Credit,0.0,55.63
APP-024541,CUST-024541,2024-06-20,Mobile App,49,Full-Time,Mortgage,92840,788,Tier A (Excellent),0.321,Debt Consolidation,16500,36,8.43,Disbursed,Active/Funded,Current (Good Standing),14666.67,98.26
APP-024542,CUST-024542,2024-01-13,Affiliate Partner,47,Part-Time,Rent,31427,719,Tier B (Good),0.248,Debt Consolidation,12000,60,10.86,Lead Captured,Abandoned,Incomplete,0.0,1.8
APP-024543,CUST-024543,2024-04-19,Direct Web,49,Part-Time,Mortgage,21818,649,Tier C (Fair),0.162,Home Improvement,41000,36,14.56,Disbursed,Active/Funded,Current (Good Standing),34166.67,71.94
APP-024544,CUST-024544,2023-07-28,Mobile App,39,Full-Time,Mortgage,135023,657,Tier C (Fair),0.284,Personal,26000,36,15.48,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.08
APP-024545,CUST-024545,2022-11-29,Direct Web,45,Self-Employed,Mortgage,74597,593,Tier D (Subprime),0.534,Home Improvement,25000,60,22.79,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,13.28
APP-024546,CUST-024546,2022-09-14,Mobile App,54,Self-Employed,Mortgage,125663,692,Tier C (Fair),0.281,Personal,26000,36,16.03,Document Verification,Credit Declined,Declined_Credit,0.0,44.83
APP-024547,CUST-024547,2022-08-14,Affiliate Partner,42,Full-Time,Rent,112187,630,Tier D (Subprime),0.127,Auto Refinance,24500,36,20.68,Disbursed,Active/Funded,Current (Good Standing),6805.56,94.66
APP-024548,CUST-024548,2023-03-06,Direct Web,21,Part-Time,Mortgage,42412,566,Tier E (Deep Subprime),0.339,Small Business,5500,36,28.23,Disbursed,Active/Funded,Current (Good Standing),2597.22,123.31
APP-024549,CUST-024549,2022-11-01,Direct Web,32,Full-Time,Mortgage,58809,631,Tier D (Subprime),0.539,Small Business,29500,36,23.12,Document Verification,Credit Declined,Declined_Credit,0.0,75.1
APP-024550,CUST-024550,2024-02-07,Direct Web,33,Full-Time,Rent,146976,716,Tier B (Good),0.345,Auto Refinance,14500,60,11.77,Disbursed,Active/Funded,Current (Good Standing),12566.67,87.01
APP-024551,CUST-024551,2024-01-25,Direct Web,34,Full-Time,Rent,42649,713,Tier B (Good),0.517,Debt Consolidation,17500,60,12.87,Document Verification,Credit Declined,Declined_Credit,0.0,65.55
APP-024552,CUST-024552,2023-07-13,Broker Aggregator,25,Self-Employed,Own,39208,639,Tier D (Subprime),0.496,Personal,26500,60,22.51,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,19.52
APP-024553,CUST-024553,2024-08-18,Direct Web,21,Full-Time,Rent,50082,732,Tier B (Good),0.087,Home Improvement,26000,60,9.71,Disbursed,Active/Funded,Current (Good Standing),25133.33,107.1
APP-024554,CUST-024554,2024-07-08,Affiliate Partner,40,Full-Time,Rent,78767,670,Tier C (Fair),0.414,Home Improvement,12500,36,15.94,Credit Approved,Offer Declined,Offer_Rejected,0.0,126.24
APP-024555,CUST-024555,2023-10-30,Broker Aggregator,36,Self-Employed,Own,77498,737,Tier B (Good),0.424,Auto Refinance,9000,60,11.92,Disbursed,Active/Funded,Current (Good Standing),7200.0,85.6
APP-024556,CUST-024556,2023-11-25,Direct Web,37,Full-Time,Rent,45954,649,Tier C (Fair),0.337,Debt Consolidation,16000,60,15.23,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,19.07
APP-024557,CUST-024557,2024-01-29,Mobile App,59,Full-Time,Rent,45202,505,Tier E (Deep Subprime),0.148,Personal,17500,60,27.43,Document Verification,Credit Declined,Declined_Credit,0.0,52.35
APP-024558,CUST-024558,2024-07-21,Mobile App,21,Full-Time,Mortgage,88730,656,Tier C (Fair),0.118,Personal,18000,36,14.85,Disbursed,Active/Funded,Current (Good Standing),16500.0,143.2
APP-024559,CUST-024559,2023-01-29,Affiliate Partner,43,Contractor,Rent,31413,701,Tier B (Good),0.294,Debt Consolidation,25000,36,11.52,Credit Approved,Offer Declined,Offer_Rejected,0.0,80.41
APP-024560,CUST-024560,2024-10-03,Broker Aggregator,38,Part-Time,Mortgage,23154,689,Tier C (Fair),0.138,Personal,31500,60,15.45,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,8.47
APP-024561,CUST-024561,2022-05-02,Direct Web,29,Full-Time,Mortgage,33823,738,Tier B (Good),0.372,Debt Consolidation,16000,36,11.07,Disbursed,Active/Funded,Current (Good Standing),2666.67,131.35
APP-024562,CUST-024562,2024-07-25,Mobile App,42,Full-Time,Own,30269,688,Tier C (Fair),0.489,Debt Consolidation,13000,36,16.17,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,34.32
APP-024563,CUST-024563,2023-09-26,Affiliate Partner,24,Self-Employed,Rent,40979,658,Tier C (Fair),0.457,Debt Consolidation,31500,36,15.83,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.22
APP-024564,CUST-024564,2023-02-02,Mobile App,43,Self-Employed,Mortgage,57387,722,Tier B (Good),0.252,Debt Consolidation,9500,36,10.42,Disbursed,Active/Funded,Current (Good Standing),3958.33,107.98
APP-024565,CUST-024565,2022-05-19,Mobile App,47,Full-Time,Mortgage,103822,620,Tier D (Subprime),0.217,Personal,25500,60,21.09,Document Verification,Credit Declined,Declined_Credit,0.0,35.38
APP-024566,CUST-024566,2023-10-02,Direct Web,46,Full-Time,Mortgage,121366,608,Tier D (Subprime),0.305,Auto Refinance,31000,60,22.08,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,33.4
APP-024567,CUST-024567,2022-08-05,Affiliate Partner,33,Full-Time,Rent,37541,692,Tier C (Fair),0.169,Personal,36500,60,15.32,Disbursed,Active/Funded,Current (Good Standing),20075.0,146.97
APP-024568,CUST-024568,2024-06-16,Direct Web,41,Full-Time,Rent,69849,719,Tier B (Good),0.229,Home Improvement,26500,36,10.66,Disbursed,Active/Funded,Current (Good Standing),23555.56,108.15
APP-024569,CUST-024569,2024-06-17,Mobile App,49,Full-Time,Rent,39962,611,Tier D (Subprime),0.265,Debt Consolidation,17000,36,21.24,Document Verification,Credit Declined,Declined_Credit,0.0,56.36
